year,scenario,share_25_39,share_40_59,share_60_79,share_80,average_age,price,price_index,births,fertility_rate,theta,average_age_bridge,young_homeownership_proxy,old_homeownership_proxy,young_housing_burden_proxy,case
2099,medium_immigration,0.277747541993441,0.369689972158092,0.338799345441249,0.0137631404072174,51.7274391344283,0.7984233414629516,1.2477161485780897,0.06948642037608889,0.1877148710048912,0.47564410596460366,51.835180706359864,0.3712331166789364,0.7579758058946862,1.2718211094573886,baseline
2100,medium_immigration,0.277451846285389,0.369419766911728,0.339368216363937,0.0137601704389475,51.7474239997004,0.8034078113718015,1.2539508776768038,0.06935014750798202,0.1875307586443868,0.4761977711797878,51.8516422156724,0.37061668740224357,0.7579300832829404,1.278129522335557,baseline
2020,high_immigration,0.31886598407606,0.383868770453639,0.291250211726979,0.0060150337433209,49.5040238818664,0.5771085424348712,1.0,0.08131471645798112,0.19601787182718658,0.41970882331186093,49.928308042379754,0.39899999999999997,0.7599999999999999,1.0,baseline
2021,high_immigration,0.318223608926294,0.380222930875871,0.295311781895945,0.0062416783018909,49.6173584069879,0.5782865169929823,1.001178668642652,0.08101013701944496,0.19601787182718658,0.4236645728391082,50.027693669916474,0.39885029657054644,0.7599892567075139,1.0124928748320747,baseline
2022,high_immigration,0.317591531638809,0.37663542849988,0.299308343882478,0.0064646959788329,49.7288788446516,0.5806659994902925,1.0035637923160168,0.0806914222014474,0.19597169645355217,0.42755700612935854,50.12548830132479,0.39854795665528553,0.7599675544912345,1.026120232533642,baseline
2023,high_immigration,0.316969483533339,0.373104881340249,0.30324146148853,0.0066841736378813,49.8386289411471,0.583203005686028,1.0061130722771177,0.0803582952173598,0.1958784563972842,0.43138764908376936,50.221730563892514,0.39822568680016396,0.759944414091618,1.0286406142552942,baseline
2024,high_immigration,0.316357230627638,0.369629946034243,0.30711263063569,0.006900192702429,49.9466503345144,0.5858983949727956,1.0088285967271138,0.08002758542276733,0.19577909263656548,0.4351579564101614,50.31645695415422,0.3978833945457163,0.7599198273849735,1.0313265480159706,baseline
2025,high_immigration,0.315754543135848,0.366209308819158,0.310923311334498,0.0071128367104942,50.0529839103252,0.5887532203469399,1.0117127411086733,0.07969919384670676,0.19567358090486664,0.43886935177011577,50.4097032414826,0.3975209641134308,0.759893784461448,1.0341826867869606,baseline
2026,high_immigration,0.314325894818543,0.366538588603669,0.311598343745939,0.0075371728318484,50.1198268390875,0.5915890117659244,1.0145858192181387,0.07939041085822379,0.19556189001293678,0.4400730806972272,50.46114748696562,0.3971610613656549,0.7598679132606572,1.0370276431331265,baseline
2027,high_immigration,0.312913057417045,0.366864214437128,0.312265915799751,0.0079568123460761,50.1859302910596,0.5944059897984036,1.01744791452009,0.07908516717686383,0.19545100691412728,0.44126349671868764,50.51202258775206,0.39680365644075327,0.7598422118085519,1.0398639158988252,baseline
2028,high_immigration,0.311515750686577,0.367186273526579,0.312926139996701,0.0083718357901422,50.2513066902855,0.5972043932694963,1.0202991318633228,0.07878340013540507,0.1953409216892246,0.44244081560517234,50.562338154518216,0.39644871719654684,0.7598166779636519,1.0426918127877316,baseline
2029,high_immigration,0.310133752508536,0.367504787332936,0.313579142387347,0.0087823177711808,50.3159672601612,0.5999842567691238,1.023139370086947,0.07848505516777751,0.19523162373539468,0.44360525126639466,50.61210287086857,0.3960962374208867,0.7597913114473267,1.045508991382937,baseline
2030,high_immigration,0.308766785860204,0.367819848259585,0.314225033473055,0.009188332407156,50.3799242953004,0.6027456103803726,1.0259685240308685,0.07819007388028386,0.19512311045044284,0.4447570114131594,50.66132605532579,0.39574621147866995,0.7597661120217373,1.0483153387846875,baseline
2031,high_immigration,0.307050385846471,0.370249704109914,0.313211782626203,0.0094881274174112,50.4064121393787,0.6053917768060664,1.0286870026801664,0.07793064412884793,0.19501537942039185,0.4443723611622821,50.68024178644181,0.3954108867308918,0.7597419620696234,1.051009097825649,baseline
2032,high_immigration,0.305349687746675,0.372657335821681,0.312207796414592,0.0097851800170522,50.4326576377302,0.6079220536083876,1.031293161300797,0.07767524394218883,0.19491219809639246,0.4439912256264785,50.69898438324513,0.39509033961469403,0.7597188682191628,1.0535931799006664,baseline
2033,high_immigration,0.303664456473963,0.375043064543872,0.311212948098067,0.0100795308840978,50.4586644461721,0.6103357220014167,1.0337853674778918,0.07742383305661803,0.1948135866872465,0.4436135626128539,50.71755666563196,0.39478464902886173,0.7596968372399183,1.0560660804111164,baseline
2034,high_immigration,0.301994497762944,0.377407162422649,0.310227124267417,0.0103712155469907,50.48443586925,0.6126316264955025,1.036161566668424,0.07717637737699083,0.1947195663031313,0.4432393311685254,50.73596084868007,0.39449394956716244,0.7596758798798746,1.0584212683736893,baseline
2035,high_immigration,0.300339601374637,0.37974996254288,0.30925016803822,0.0106602680442639,50.5099742854081,0.6148085741808378,1.038419693212502,0.07693284971896154,0.194630175322545,0.44286845226803995,50.754198512058345,0.39421838093282896,0.7596560072213312,1.060656655526348,baseline
2036,high_immigration,0.299204042512136,0.381945023560312,0.307919484106165,0.0109314498213868,50.5302717666333,0.6168941919678362,1.0405876998257466,0.07678520322313225,0.1945454538253771,0.4420852341579762,50.75572815771321,0.3939544363636952,0.7596369672305477,1.0628008143497698,baseline
2037,high_immigration,0.298074555761762,0.384128354621768,0.306595907563055,0.0112011820534154,50.5504606195191,0.61888841899041,1.0426649384904143,0.0766396811090441,0.1944643212559309,0.4413061972905591,50.75724947805946,0.3937021155809312,0.7596187605986976,1.0648662928258734,baseline
2038,high_immigration,0.296951068091089,0.386300062157777,0.305279393079556,0.0114694766715781,50.5705424491667,0.6207911647832987,1.0446507534669383,0.0764962664801358,0.19438677552046396,0.4405313225623574,50.7587632084802,0.39346142236364273,0.7596013882813776,1.066852263796723,baseline
2039,high_immigration,0.295833571102799,0.38846022655396,0.303969856599785,0.0117363457434554,50.5905168360559,0.6226011050982793,1.0465432210908112,0.0763549543487153,0.19431281587013494,0.4397605464434965,50.76026818287208,0.3932325168288035,0.7595848624938037,1.0687433552695722,baseline
2040,high_immigration,0.294721989580413,0.390608937631894,0.30266727153758,0.0120018012501134,50.6103857348563,0.6243168796290472,1.0483403946263077,0.07621574615364111,0.19424248967969146,0.43899386707186216,50.76176555122286,0.39301556385145703,0.7595691957766467,1.0705375906101409,baseline
2041,high_immigration,0.293644418805179,0.391687375214779,0.302597144976532,0.0120710610035092,50.6329557264256,0.6259773014347109,1.0500825278150154,0.07603271024903038,0.19417584585160663,0.43915472256126026,50.781332931047,0.3928056501977318,0.7595540338202251,1.0722760881736293,baseline
2042,high_immigration,0.292571672232722,0.392760971214801,0.302527346021445,0.0121400105310313,50.655424994486,0.6275808589006939,1.0517677463036224,0.07585133215470494,0.19411137379556287,0.4393148700623204,50.80081297755268,0.39260296302924547,0.7595393904939124,1.0739502976789899,baseline
2043,high_immigration,0.291503724586868,0.393829784310589,0.302457839757746,0.0122086513447982,50.6777932645644,0.6291260039364837,1.0533941361961814,0.0756716259124248,0.19404913002870564,0.4394742833042596,50.82020548090114,0.3924076941005661,0.7595252800002295,1.0755581783264765,baseline
2044,high_immigration,0.290440529580823,0.394893816157201,0.302388669470417,0.0122769847915591,50.70006246341,0.6306117552397672,1.0549603811440242,0.07549359914285025,0.1939891724835005,0.4396330093986551,50.839512157886496,0.39221996355012384,0.7595117113652823,1.0771049700292479,baseline
2045,high_immigration,0.289382090710484,0.395953105628258,0.302319787435766,0.0123450162254916,50.7222317720074,0.6320371155212879,1.05646515193538,0.075317262264611,0.1939315371139391,0.4397910096885593,50.85873215615933,0.3920398935901205,0.7594986937600855,1.078589330043573,baseline
2046,high_immigration,0.288925771090532,0.395097247225682,0.303768617666277,0.0122083640175092,50.7337317508848,0.6334996636132775,1.0580114134929148,0.07516584227967829,0.1938762605311507,0.4410404178518278,50.89152646177527,0.39185515611404914,0.7594853360235908,1.0801163883564335,baseline
2047,high_immigration,0.288473622701139,0.394249199981426,0.30520421605035,0.0120729612670851,50.7451266238524,0.6350003256892942,1.0596003230070778,0.07501513152659249,0.19381955815356602,0.4422784161805208,50.92402124238317,0.3916656365732882,0.7594716296577213,1.0816907103011382,baseline
2048,high_immigration,0.288025598294487,0.393408858136186,0.306626754678091,0.0119387888912358,50.7564175467811,0.6365400307028003,1.0612330515743469,0.07486510414600411,0.1937613953501717,0.44350514946822106,50.956220184590975,0.3914712202184393,0.7594575661366757,1.083313360157721,baseline
2049,high_immigration,0.287581618754485,0.392576127487281,0.308036424055318,0.0118058297029172,50.7676065388872,0.6381194029749478,1.0629104579061357,0.07471572870836717,0.1937017374578298,0.44472078556923894,50.988127958841915,0.39127183091165063,0.7594431397148834,1.0849816822279952,baseline
2050,high_immigration,0.287141638950333,0.391750890900729,0.309433399782245,0.0116740703666929,50.7786950094952,0.6397390747793407,1.0646334189444484,0.07456698388993024,0.19364056168962815,0.4459254772914941,51.0197484601982,0.39106739164529813,0.7594283445720891,1.086696558663215,baseline
2051,high_immigration,0.287784137586958,0.388843388288858,0.311774238590171,0.0115982355340133,50.8029588506324,0.6415279608100383,1.066539631285385,0.07452649947253243,0.19357784501662814,0.44786760607372217,51.053008547819076,0.3908416381443571,0.7594120029932464,1.0885985215810474,baseline
2052,high_immigration,0.28841945633501,0.385968373196903,0.31408892268472,0.0115232477833659,50.8269514982613,0.6434894402905909,1.0686336799326865,0.07448369496422529,0.19350859966401066,0.4497880349710258,51.08589702522433,0.39059415743390946,0.7593940838914707,1.0907080536589318,baseline
2053,high_immigration,0.289047702524118,0.383125321039393,0.316377883997989,0.0114490924385001,50.8506778122163,0.6456268978254056,1.0709202819305792,0.07443851958968647,0.19343270192265993,0.45168712341422257,51.118420205161975,0.3903245375909416,0.7593745561035367,1.093029614749705,baseline
