t,price,births,fertility_rate,young_share,old_share,theta,average_age,n_home,young_homeownership_proxy,old_homeownership_proxy,aggregate_homeownership_proxy,age_share_15,age_share_25,age_share_35,age_share_45,age_share_55,age_share_65,age_share_75,age_share_85,boom_generation_age,parent_generation_age,child_generation_age,boom_generation_homeownership_proxy_level,parent_generation_homeownership_proxy_level,child_generation_homeownership_proxy_level,boom_generation_housing_burden_proxy_level,parent_generation_housing_burden_proxy_level,child_generation_housing_burden_proxy_level
53,-0.813562377465014,0.0902,0.250552508856606,0.201063313200413,0.438932309227689,0.925679581324858,53.507134502104,0.1804,0.495144206901008,0.746890746617096,0.566083722909595,0.0975898358472371,0.103473477353175,0.111390919118473,0.119913890927132,0.128699567526293,0.137850532585967,0.146906907688183,0.154174868953539,48.5,73.5,23.5,0.612253096117194,0.738368777384666,0.395584009265977,0.451004104356287,0.44327613326682,0.446327873665018
54,-0.813547694410107,0.0902,0.250552040739647,0.201062982502357,0.438931967314362,0.925679323207573,53.5071253649357,0.1804,0.495142223127637,0.746890460818889,0.566083310942904,0.0975897136376769,0.10347326886468,0.111390879034048,0.119914133693086,0.128700037456146,0.137850957880066,0.146906896783456,0.154174112650841,49.5,74.5,24.5,0.629527902169516,0.734921480458045,0.44358099140301,0.450156424815545,0.443282641962407,0.446692546039301
55,-0.813532892282115,0.0902,0.250552248214821,0.201062690362113,0.438932557564526,0.925679898253756,53.5071491344094,0.1804,0.49514019069304,0.74689019594566,0.566082879777736,0.0975896347346089,0.103473055627504,0.111390564531415,0.119913993588816,0.12870019395313,0.137851349769612,0.146907231240816,0.154173976554098,50.5,75.5,25.5,0.646772300617817,0.724098692891871,0.470126213381527,0.449307691542228,0.443289203537373,0.447414832868156
56,-0.813517818125722,0.0902,0.250552781864815,0.201062579737249,0.438933434960097,0.9256807045035,53.507180380155,0.1804,0.495138114534054,0.746889933900011,0.566082291750995,0.0975896216466202,0.103472958090629,0.111390320039482,0.119913638939979,0.128700026323193,0.137851498906821,0.146907629173836,0.15417430687944,51.5,76.5,26.5,0.664023260829965,0.705879408689439,0.475697479829731,0.448457967964797,0.443295885798519,0.448493677088385
57,-0.813502411400243,0.0902,0.250553211403819,0.201062639390213,0.438933992484428,0.925681197327454,53.5071988942628,0.1804,0.495135998886774,0.746889657803299,0.566081524185676,0.097589657335824,0.103472982054389,0.111390255775727,0.119913419593846,0.128699692755786,0.137851369770644,0.14690784183396,0.154174780879824,52.5,77.5,27.5,0.681317477267976,0.687627039184763,0.481210598240917,0.44760727558786,0.443302715589149,0.449570997404206
58,-0.813486708501197,0.0902,0.25055327698716,0.201062780313174,0.438933945793815,0.925681134167458,53.5071975396985,0.1804,0.495133851814086,0.746889350491843,0.566080670085564,0.0975897073687488,0.103473072944425,0.111390338681411,0.119913411890897,0.128699523320703,0.137851083158982,0.146907779531639,0.154175083103194,53.5,78.5,28.5,0.698691609524895,0.669344733663264,0.486668276535889,0.446755592363739,0.443309676781594,0.450646787872965
59,-0.813470797178789,0.0902,0.250553072242998,0.201062897789566,0.438933534133968,0.925680746052137,53.5071827353056,0.1804,0.495131682964965,0.746889034029186,0.566079847433022,0.0975897386396877,0.103473159149878,0.11139047221915,0.11991353956442,0.128699556292896,0.1378509458479,0.146907521164442,0.154175067121626,54.5,79.5,29.5,0.716182518212683,0.651035658492516,0.492073152042179,0.445902873429658,0.443316730480905,0.45172101910542
60,-0.813454734460404,0.0902,0.250552818395691,0.201062926004006,0.438933141182316,0.925680388163483,53.5071677758038,0.1804,0.495129495402562,0.74688871937446,0.566079115881317,0.0975897362411152,0.103473189762891,0.111390562282973,0.119913680372749,0.128699690157956,0.137850977776525,0.146907371221691,0.154174792184099,55.5,80.5,30.5,0.727024015751582,0.632702994996062,0.497427783932098,0.445372073388212,0.443323851409893,0.452793675156257
61,-0.813438520789588,0.0902,0.250552697603157,0.20106286343497,0.438933030191906,0.92568029765747,53.5071640626719,0.1804,0.49512728464192,0.746888408975726,0.566078436694411,0.0975897071064162,0.103473156328554,0.111390561983542,0.119913741528562,0.128699802861019,0.13785108000587,0.146907361389812,0.154174588796225,56.5,81.5,31.5,0.731126691281701,0.614349937598552,0.502734654175792,0.445163984741803,0.443331039375156,0.453864765428593
62,-0.813422114622591,0.0902,0.250552731760105,0.201062788757397,0.438933153947538,0.925680420239174,53.5071691141155,0.1804,0.495125042960532,0.746888100194869,0.566077748138228,0.0975896858538353,0.103473102903562,0.111390501732886,0.119913715092026,0.128699840470152,0.137851170702337,0.14690743834256,0.15417454490264,57.5,82.5,32.5,0.735259058051219,0.595979692090875,0.507996174015144,0.444955905434191,0.443338312797887,0.454934318338151
63,-0.813405476629959,0.0902,0.250552847804701,0.201062757293015,0.438933352149299,0.925680603340417,53.5071764140172,0.1804,0.495122765937266,0.746887788550526,0.566077015510525,0.0975896815192229,0.103473075773792,0.111390439272434,0.119913644905066,0.128699806380186,0.13785120486282,0.146907528472336,0.154174618814143,58.5,83.5,33.5,0.73942246741914,0.577595473881216,0.513214693863409,0.444747852754848,0.443345689118832,0.456002361382607
64,-0.813388589224567,0.0902,0.250552946837133,0.201062769162468,0.438933482573367,0.92568071894166,53.5071808867581,0.1804,0.495120455922763,0.746887470119465,0.566076235315132,0.0975896895110153,0.103473079651453,0.111390419188765,0.119913587485333,0.128699741590068,0.137851179637721,0.146907576907569,0.154174726028077,59.5,84.5,34.5,0.743618293958627,0.559200506108299,0.518392509252695,0.444539834294989,0.443353176140431,0.457068912204613
65,-0.813371457316576,0.0902,0.250552972793719,0.201062800968901,0.438933488062314,0.925680719110748,53.5071808853484,0.1804,0.495118114828587,0.746887143379454,0.566075426198083,0.0975897008360575,0.103473100132843,0.111390436289711,0.119913579780614,0.128699694898459,0.137851126237895,0.146907567073521,0.154174794750898,60.5,85.5,35.5,0.74784793653455,NaN,0.522513605213911,0.444331847634744,NaN,0.457429335520546
