year,scenario,share_25_39,share_40_59,share_60_79,share_80,average_age,price,price_index,births,fertility_rate,theta,average_age_bridge,young_homeownership_proxy,old_homeownership_proxy,young_housing_burden_proxy
2052,low_immigration,0.284053692663063,0.39856170183649,0.307347462215668,0.0100371432847789,50.7223772197109,0.7615857906639576,1.1025540401641214,0.08441270598688082,0.22,0.4430380910509428,50.982142492895505,0.3866591955777825,0.7591084906735691,1.1284863110477696
2053,low_immigration,0.282844621256646,0.396793955396585,0.31037637238744,0.0099850509593291,50.7955039512566,0.7616158397868276,1.1025871714437254,0.08404948422327431,0.22,0.4458985878235953,51.06229063001704,0.38665541866386394,0.7591082159301399,1.1284094279434715
2054,low_immigration,0.281641158502905,0.395034410172073,0.313391229988063,0.0099332013369583,50.8682913729775,0.7616460593417287,1.1026204916407443,0.08368794743010312,0.22,0.44874581441708344,51.142066966737616,0.3866516203418704,0.7591079396282104,1.1283332404653457
2055,low_immigration,0.280443265598588,0.393283005852926,0.316392136213604,0.0098815923348829,50.9407421341001,0.7616764521226287,1.1026540038530248,0.08332808375360029,0.22,0.45157986585385,51.22147414251076,0.38664780026086115,0.7591076617422314,1.1282577482407532
2056,low_immigration,0.279362337107911,0.392104508676593,0.318606593876568,0.0099265603389289,51.0200820278884,0.7623665565624833,1.1034152129033696,0.08302546214095304,0.22,0.4537754882277606,51.28605106848029,0.3865610645080944,0.7591013519498314,1.1289272728805175
2057,low_immigration,0.278285683549396,0.390930673423621,0.320812293348562,0.0099713496784204,51.0991080578142,0.7630599578842521,1.1041805877957713,0.08272403741916626,0.22,0.45596242619187477,51.350372570048606,0.3864739216356931,0.7590950118996054,1.1296098395203205
2058,low_immigration,0.277213285456334,0.389761477707442,0.323009275124847,0.010015961711377,51.1778218346829,0.7637566616758704,1.1049501426426815,0.08242380407430279,0.22,0.4581407203341515,51.41443983920809,0.38638637105013884,0.7590886415388355,1.130305409317515
2059,low_immigration,0.276145117950686,0.388596889214025,0.325197595580156,0.0100603972551329,51.2562251489749,0.7644566874951124,1.1057239070674465,0.0821247548559223,0.22,0.4603104258591571,51.47825446374767,0.38629841040349977,0.7590822406870543,1.131005515110388
2060,low_immigration,0.27508115529481,0.387436886444846,0.327377298607063,0.0101046596532808,51.3343198581658,0.7651600716635585,1.1065019293505514,0.08182688291932472,0.22,0.46247158914008796,51.54181787390714,0.38621003524315306,0.7590758090104859,1.131710204103529
2061,low_immigration,0.274512418146558,0.386309050789712,0.328895705635445,0.010282825428285,51.3991748305726,0.7646862426772714,1.1059777608559624,0.08163972978567692,0.22,0.46408381523537323,51.58757297070683,0.3862695676225358,0.7590801416696323,1.1310833689916961
2062,low_immigration,0.273944818407147,0.38518349494214,0.330411054391763,0.0104606322589507,51.4638993508479,0.7642107708379626,1.1054520245720774,0.08145295227139004,0.22,0.46569279522457024,51.633236049608215,0.3863293098301417,0.7590844892974477,1.1304720118682088
2063,low_immigration,0.273378372807482,0.384060197774226,0.331923347358514,0.0106380820597781,51.5284933872011,0.7637335835024714,1.1049246427059396,0.08126655289522847,0.22,0.4672985305553406,51.67880692586259,0.3863892710281278,0.7590888525576002,1.1298759097234463
2064,low_immigration,0.272813067018283,0.382939158338101,0.333432600118706,0.010815174524911,51.592957536219,0.7632547030225396,1.104395642536789,0.08108052845261782,0.22,0.46890103712651293,51.724286152564005,0.38644944844318474,0.759093231245134,1.1292783195330431
2065,low_immigration,0.27224888650074,0.381820371743136,0.334938829695602,0.0109919120605225,51.6572924937266,0.7627741517499089,1.103865051303637,0.08089487547603529,0.22,0.47050033460540114,51.76967439799505,0.38650983930145166,0.759097625155101,1.128679269142853
2066,low_immigration,0.27175560568019,0.380925997527261,0.33610610444101,0.0112122923515391,51.6947570848931,0.7624946292489767,1.1035565393038367,0.08073716311364117,0.22,0.47182321626126567,51.80837390613882,0.3865449684885397,0.7591001809377599,1.1283074444780399
2067,low_immigration,0.271262171150366,0.380031337288289,0.337273750182599,0.0114327413787465,51.7322334773484,0.7622136818245053,1.1032465414849442,0.08057940120393642,0.22,0.47314651673265606,51.847085620572365,0.38658027794386496,0.7591027497303957,1.127938423881196
2068,low_immigration,0.270768569187499,0.379136402435432,0.338441766570723,0.0116532618063448,51.7697219663145,0.7619313513860106,1.102935105371135,0.08042158735519854,0.22,0.4744702401612362,51.885809855726684,0.38661576241779294,0.7591053311495359,1.1275721890970667
2069,low_immigration,0.270274821478499,0.378241168958365,0.339610156038431,0.0118738535247042,51.8072222632237,0.7616475289687514,1.1026221120828055,0.08026372501797986,0.22,0.47579438538504687,51.92454627739832,0.38665143562353044,0.7591079261911843,1.1272043726982408
2070,low_immigration,0.269780906572645,0.377345648542187,0.340778930390431,0.0120945144947367,51.8447348651909,0.7613622872158885,1.1023076430707879,0.08010581011580219,0.22,0.47711896441075413,51.963295434876784,0.38668728844904693,0.7591105341908572,1.1268350583238185
2071,low_immigration,0.269541927527949,0.377256712785229,0.340906216921671,0.0122951427651514,51.8579841432873,0.7618170557543635,1.102809051910418,0.08004834325933637,0.22,0.4774499345889479,51.97614246103145,0.3866301279146795,0.75910637617825,1.1272997510884841
2072,low_immigration,0.269302527154367,0.377167615423019,0.341033737510104,0.0124961199125094,51.8712566941407,0.7622734000906348,1.1033124274227923,0.07999077482222679,0.22,0.47778149260719704,51.98901218233217,0.3865727724559633,0.759102203708652,1.1277816370505858
2073,low_immigration,0.269062711640913,0.377078370117631,0.341161473078725,0.0126974451627302,51.8845521392696,0.7627313425764441,1.1038177967646452,0.07993310691747056,0.22,0.47811361967117266,52.00190408532176,0.386515219297871,0.759098016577181,1.128280758079253
2074,low_immigration,0.268822479449035,0.376988972289823,0.34128942905019,0.0128991192109516,51.8978706602501,0.7631908776238561,1.10432515629403,0.07987533895472795,0.22,0.4784463215176722,52.014818326579686,0.3864574691772414,0.7590938148344103,1.128781866683122
2075,low_immigration,0.268581829548039,0.376899409307499,0.341417616147534,0.0131011449969281,51.9112125132514,0.7636519996449351,1.104834502368349,0.07981747001248102,0.22,0.4787796105978101,52.027755228266315,0.3863995228309034,0.759089598530914,1.1292849592324028
2076,low_immigration,0.268444745557444,0.376750775277442,0.341718478079608,0.0130860010855063,51.9233211137509,0.7637464022263885,1.1049388065206645,0.07977913666289699,0.22,0.4790573194149863,52.035709547444846,0.3863876602403272,0.7590887353476772,1.1293740056506738
2077,low_immigration,0.268307472588528,0.376601939495684,0.342019751332634,0.013070836583153,51.9354461414541,0.763841045089066,1.1050433860411715,0.07974075064173879,0.22,0.47933540823592913,52.04367477213956,0.3863757675914868,0.7590878699652762,1.1294662825960018
2078,low_immigration,0.268170019129755,0.376452901319436,0.342321427641771,0.0130556519090367,51.9475873045448,0.763935917057097,1.1051482286551988,0.07970231378111509,0.22,0.47961386872626366,52.051650601290255,0.3863638462897428,0.7590870024858832,1.1295617857661209
2079,low_immigration,0.268032389881552,0.376303671031799,0.342623492095181,0.0130404469914683,51.9597441553228,0.7640310181304812,1.1052533344357498,0.07966382768069039,0.22,0.4798926866957515,52.059636652216255,0.3863518963360947,0.7590861329094832,1.12965753989273
2080,low_immigration,0.267894565197544,0.376154243753581,0.342925970204021,0.0130252208448536,51.9719176856071,0.764126387424767,1.1053587466927282,0.07962528774990664,0.22,0.48017188716435555,52.06763374889142,0.38633991281655355,0.759085260878398,1.1297535897499154
2081,low_immigration,0.267855324547125,0.375986974696808,0.343079680630376,0.0130780201256916,51.9823924409467,0.763937565498054,1.105150050428304,0.07960745500869194,0.22,0.4803636319983921,52.073005046866456,0.3863636391532384,0.7590869874130396,1.1295285841822325
2082,low_immigration,0.267816041455026,0.375819555877576,0.343233536089957,0.0131308665774395,51.9928770007969,0.7637484865263104,1.1049411095469328,0.0795896046933724,0.22,0.480555556182403,52.07838142694802,0.3863873983295554,0.759088716289565,1.129306470483841
