state_fips,year,first_births_total,n_counties_with_fertility,mean_age_first_birth,share_first_birth_30_plus,female_pop_15_44,native_female_pop_15_44,foreign_born_female_pop_15_44,net_migration_rate,international_migration_rate,n_counties_with_population,foreign_born_share_15_44,first_birth_rate_15_44,permits_total_pc,real_rent_index,housing_stock_growth,housing_demand_shifter,n_metros_housing,unemployment_rate,n_metros_controls
04,2019,28406,10,26.069844199781738,0.27244241420826587,,,,,,,,,,,,,,,
04,2020,28200,10,26.25737613755319,0.28265982390070926,,,,,,,,,,,,,,,
04,2021,28656,10,26.500994390947792,0.2956800262772194,,,,,,,,,,,,,,,
04,2022,29568,10,26.65643618181818,0.3061417734713204,,,,,,,,,,,,,,,
04,2023,29913,10,26.7430216505867,0.31050023638551805,,,,,,,,,,,,,,,
04,2024,30774,10,26.87036166052512,0.3203030225515045,,,,,,,,,,,,,,,
05,2007,16337,5,23.091479104241902,0.11299475760543552,,,,,,,,,,0.24714450500000001,0.0444178,0.0444178,2.0,0.027705285000000003,2.0
05,2008,16213,5,23.18352537266391,0.11978054511811509,,,,,,,,,,0.24943062,-0.07545323,-0.07545323,2.0,0.023404809999999998,2.0
05,2009,15922,5,23.195578788657205,0.1165056349704811,,,,,,,,,,0.26074807499999997,0.03017137,0.03017137,2.0,0.035620095000000004,2.0
05,2010,15407,5,23.450509661582398,0.13033030888557148,473239.0,441169.2346202677,32069.76537973232,0.0003799774358974359,0.0001612223076923077,39.0,0.0677665310334362,32.556488370569625,,0.27513711,0.05225197,0.05225197,2.0,0.03891983,2.0
05,2011,15313,5,23.655880342976555,0.13668163266505584,474038.0,441354.2083785915,32683.791621408498,-0.00030866974358974384,0.0007164384615384615,39.0,0.06894761943432488,32.303317455562635,,0.26513754,-0.12258254,-0.12258254,2.0,0.03155474,2.0
05,2012,15167,5,23.939902480121315,0.15098565391969407,476086.0,442561.8305326392,33524.169467360865,-0.0029560535897435896,0.00063981,39.0,0.07041620519687801,31.857689577093215,,,,,,,
05,2013,14688,5,23.933755073733657,0.14842025197440087,478564.0,443920.03779979085,34643.962200209135,-0.0035617851282051284,0.00039663897435897436,39.0,0.07239149246539467,30.691819693917637,,,,,,,
05,2014,15451,7,24.475147060772766,0.18290061788880976,481412.0,446440.0,34972.0,-0.0031973079487179487,0.0005089846153846154,39.0,0.07264463702608161,32.095170041461365,,,,,,,
05,2015,14630,7,24.343779860560492,0.17047185447710184,483504.0,448338.0,35166.0,-0.002236564615384615,0.0005597292307692308,39.0,0.07273155961481187,30.258281213805883,,,,,,,
05,2016,13902,7,24.493058704646813,0.17414733232628396,485742.0,450337.0,35405.0,-0.0009468687179487181,0.0005418833333333333,39.0,0.07288848812744214,28.62013167483973,,,,,,,
05,2017,13371,7,24.463877208735322,0.17126628973150845,486615.0,450870.0,35745.0,-0.0009500633333333331,0.00033361769230769227,39.0,0.07345642859344656,27.47757467402361,,,,,,,
