Notes,State,State Code,Year,Year Code,Age of Mother 10,Age of Mother 10 Code,Births,pull_year
,Tennessee,47,2012,2012,15 - 17 years,15-17,1936,2012
,Tennessee,47,2012,2012,18 - 19 years,18-19,4593,2012
,Tennessee,47,2012,2012,20-24 years,20-24,11282,2012
,Tennessee,47,2012,2012,25-29 years,25-29,8319,2012
,Tennessee,47,2012,2012,30-34 years,30-34,4607,2012
,Tennessee,47,2012,2012,35-39 years,35-39,1445,2012
,Tennessee,47,2012,2012,40-44 years,40-44,294,2012
,Tennessee,47,2012,2012,45-49 years,45-49,16,2012
,Texas,48,2012,2012,Under 15 years,15-,530,2012
,Texas,48,2012,2012,15 - 17 years,15-17,11657,2012
,Texas,48,2012,2012,18 - 19 years,18-19,20456,2012
,Texas,48,2012,2012,20-24 years,20-24,44734,2012
,Texas,48,2012,2012,25-29 years,25-29,36649,2012
,Texas,48,2012,2012,30-34 years,30-34,23190,2012
,Texas,48,2012,2012,35-39 years,35-39,8082,2012
,Texas,48,2012,2012,40-44 years,40-44,1736,2012
,Texas,48,2012,2012,45-49 years,45-49,127,2012
,Texas,48,2012,2012,50 years and over,50+,10,2012
,Utah,49,2012,2012,Under 15 years,15-,12,2012
,Utah,49,2012,2012,15 - 17 years,15-17,619,2012
,Utah,49,2012,2012,18 - 19 years,18-19,1490,2012
,Utah,49,2012,2012,20-24 years,20-24,6502,2012
,Utah,49,2012,2012,25-29 years,25-29,5194,2012
,Utah,49,2012,2012,30-34 years,30-34,2062,2012
,Utah,49,2012,2012,35-39 years,35-39,588,2012
,Utah,49,2012,2012,40-44 years,40-44,108,2012
,Vermont,50,2012,2012,15 - 17 years,15-17,81,2012
,Vermont,50,2012,2012,18 - 19 years,18-19,236,2012
,Vermont,50,2012,2012,20-24 years,20-24,801,2012
,Vermont,50,2012,2012,25-29 years,25-29,765,2012
,Vermont,50,2012,2012,30-34 years,30-34,627,2012
,Vermont,50,2012,2012,35-39 years,35-39,229,2012
,Vermont,50,2012,2012,40-44 years,40-44,47,2012
,Virginia,51,2012,2012,Under 15 years,15-,70,2012
,Virginia,51,2012,2012,15 - 17 years,15-17,1439,2012
,Virginia,51,2012,2012,18 - 19 years,18-19,3671,2012
,Virginia,51,2012,2012,20-24 years,20-24,11883,2012
,Virginia,51,2012,2012,25-29 years,25-29,12462,2012
,Virginia,51,2012,2012,30-34 years,30-34,9754,2012
,Virginia,51,2012,2012,35-39 years,35-39,3477,2012
,Virginia,51,2012,2012,40-44 years,40-44,775,2012
,Virginia,51,2012,2012,45-49 years,45-49,66,2012
,Washington,53,2012,2012,Under 15 years,15-,45,2012
,Washington,53,2012,2012,15 - 17 years,15-17,1311,2012
,Washington,53,2012,2012,18 - 19 years,18-19,2982,2012
,Washington,53,2012,2012,20-24 years,20-24,9769,2012
,Washington,53,2012,2012,25-29 years,25-29,10295,2012
,Washington,53,2012,2012,30-34 years,30-34,7901,2012
,Washington,53,2012,2012,35-39 years,35-39,2879,2012
,Washington,53,2012,2012,40-44 years,40-44,595,2012
,Washington,53,2012,2012,45-49 years,45-49,57,2012
,West Virginia,54,2012,2012,Under 15 years,15-,25,2012
,West Virginia,54,2012,2012,15 - 17 years,15-17,608,2012
,West Virginia,54,2012,2012,18 - 19 years,18-19,1396,2012
,West Virginia,54,2012,2012,20-24 years,20-24,3134,2012
,West Virginia,54,2012,2012,25-29 years,25-29,2125,2012
,West Virginia,54,2012,2012,30-34 years,30-34,1085,2012
,West Virginia,54,2012,2012,35-39 years,35-39,284,2012
,West Virginia,54,2012,2012,40-44 years,40-44,64,2012
,Wisconsin,55,2012,2012,Under 15 years,15-,40,2012
,Wisconsin,55,2012,2012,15 - 17 years,15-17,1060,2012
,Wisconsin,55,2012,2012,18 - 19 years,18-19,2438,2012
,Wisconsin,55,2012,2012,20-24 years,20-24,7138,2012
,Wisconsin,55,2012,2012,25-29 years,25-29,8150,2012
,Wisconsin,55,2012,2012,30-34 years,30-34,5046,2012
,Wisconsin,55,2012,2012,35-39 years,35-39,1421,2012
,Wisconsin,55,2012,2012,40-44 years,40-44,269,2012
,Wisconsin,55,2012,2012,45-49 years,45-49,20,2012
,Wyoming,56,2012,2012,15 - 17 years,15-17,136,2012
,Wyoming,56,2012,2012,18 - 19 years,18-19,408,2012
,Wyoming,56,2012,2012,20-24 years,20-24,1035,2012
,Wyoming,56,2012,2012,25-29 years,25-29,807,2012
,Wyoming,56,2012,2012,30-34 years,30-34,374,2012
,Wyoming,56,2012,2012,35-39 years,35-39,135,2012
,Wyoming,56,2012,2012,40-44 years,40-44,27,2012
---,,,,,,,,2012
"Dataset: Natality, 2007-2024",,,,,,,,2012
Query Parameters:,,,,,,,,2012
Live Birth Order: 1st child born alive to mother,,,,,,,,2012
Year: 2012,,,,,,,,2012
Group By: State; Year; Age of Mother 10,,,,,,,,2012
Show Totals: Disabled,,,,,,,,2012
Show Zero Values: False,,,,,,,,2012
Show Suppressed: False,,,,,,,,2012
"Calculate Rates Per: 1,000",,,,,,,,2012
Population Option: No populations shown because rates were not selected.,,,,,,,,2012
---,,,,,,,,2012
Help: See http://wonder.cdc.gov/wonder/help/natality.html for more information.,,,,,,,,2012
---,,,,,,,,2012
"Query Date: Mar 28, 2026 5:17:21 AM",,,,,,,,2012
---,,,,,,,,2012
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics",,,,,,,,2012
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2007-2024, as compiled from data provided by",,,,,,,,2012
the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at,,,,,,,,2012
"http://wonder.cdc.gov/natality-current.html on Mar 28, 2026 5:17:21 AM",,,,,,,,2012
---,,,,,,,,2012
Messages:,,,,,,,,2012
1. Totals are not available for these results due to suppression constraints. More Information:,,,,,,,,2012
http://wonder.cdc.gov/wonder/help/faq.html#Privacy.,,,,,,,,2012
2. Rows with zero Births are hidden. Use Quick Options above to show zero rows.,,,,,,,,2012
3. Rows with suppressed Births are hidden. Use Quick Options above to show suppressed rows.,,,,,,,,2012
---,,,,,,,,2012
Caveats:,,,,,,,,2012
1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:,,,,,,,,2012
http://wonder.cdc.gov/wonder/help/natality.html#Assurance of Confidentiality.,,,,,,,,2012
2. Each birth record represents one liveborn infant.,,,,,,,,2012
,Alabama,01,2013,2013,Under 15 years,15-,63,2013
,Alabama,01,2013,2013,15 - 17 years,15-17,1362,2013
,Alabama,01,2013,2013,18 - 19 years,18-19,3148,2013
,Alabama,01,2013,2013,20-24 years,20-24,8687,2013
,Alabama,01,2013,2013,25-29 years,25-29,6162,2013
,Alabama,01,2013,2013,30-34 years,30-34,3000,2013
,Alabama,01,2013,2013,35-39 years,35-39,901,2013
,Alabama,01,2013,2013,40-44 years,40-44,193,2013
,Alaska,02,2013,2013,15 - 17 years,15-17,154,2013
,Alaska,02,2013,2013,18 - 19 years,18-19,440,2013
,Alaska,02,2013,2013,20-24 years,20-24,1441,2013
,Alaska,02,2013,2013,25-29 years,25-29,1108,2013
,Alaska,02,2013,2013,30-34 years,30-34,703,2013
,Alaska,02,2013,2013,35-39 years,35-39,249,2013
,Alaska,02,2013,2013,40-44 years,40-44,53,2013
,Arizona,04,2013,2013,Under 15 years,15-,68,2013
,Arizona,04,2013,2013,15 - 17 years,15-17,1832,2013
,Arizona,04,2013,2013,18 - 19 years,18-19,4061,2013
,Arizona,04,2013,2013,20-24 years,20-24,10185,2013
,Arizona,04,2013,2013,25-29 years,25-29,7814,2013
,Arizona,04,2013,2013,30-34 years,30-34,4825,2013
,Arizona,04,2013,2013,35-39 years,35-39,1761,2013
,Arizona,04,2013,2013,40-44 years,40-44,373,2013
,Arizona,04,2013,2013,45-49 years,45-49,32,2013
,Arkansas,05,2013,2013,Under 15 years,15-,37,2013
,Arkansas,05,2013,2013,15 - 17 years,15-17,970,2013
,Arkansas,05,2013,2013,18 - 19 years,18-19,2400,2013
,Arkansas,05,2013,2013,20-24 years,20-24,5517,2013
,Arkansas,05,2013,2013,25-29 years,25-29,3592,2013
,Arkansas,05,2013,2013,30-34 years,30-34,1644,2013
,Arkansas,05,2013,2013,35-39 years,35-39,453,2013
,Arkansas,05,2013,2013,40-44 years,40-44,105,2013
,California,06,2013,2013,Under 15 years,15-,311,2013
,California,06,2013,2013,15 - 17 years,15-17,7890,2013
,California,06,2013,2013,18 - 19 years,18-19,17474,2013
,California,06,2013,2013,20-24 years,20-24,50300,2013
,California,06,2013,2013,25-29 years,25-29,48999,2013
,California,06,2013,2013,30-34 years,30-34,44901,2013
,California,06,2013,2013,35-39 years,35-39,18466,2013
,California,06,2013,2013,40-44 years,40-44,4498,2013
,California,06,2013,2013,45-49 years,45-49,424,2013
,California,06,2013,2013,50 years and over,50+,63,2013
,Colorado,08,2013,2013,Under 15 years,15-,30,2013
,Colorado,08,2013,2013,15 - 17 years,15-17,1065,2013
,Colorado,08,2013,2013,18 - 19 years,18-19,2208,2013
,Colorado,08,2013,2013,20-24 years,20-24,6770,2013
,Colorado,08,2013,2013,25-29 years,25-29,7448,2013
,Colorado,08,2013,2013,30-34 years,30-34,6278,2013
,Colorado,08,2013,2013,35-39 years,35-39,2338,2013
,Colorado,08,2013,2013,40-44 years,40-44,444,2013
,Colorado,08,2013,2013,45-49 years,45-49,32,2013
,Connecticut,09,2013,2013,Under 15 years,15-,19,2013
,Connecticut,09,2013,2013,15 - 17 years,15-17,417,2013
,Connecticut,09,2013,2013,18 - 19 years,18-19,989,2013
,Connecticut,09,2013,2013,20-24 years,20-24,3408,2013
,Connecticut,09,2013,2013,25-29 years,25-29,4346,2013
,Connecticut,09,2013,2013,30-34 years,30-34,4275,2013
,Connecticut,09,2013,2013,35-39 years,35-39,1463,2013
,Connecticut,09,2013,2013,40-44 years,40-44,333,2013
,Connecticut,09,2013,2013,45-49 years,45-49,38,2013
,Delaware,10,2013,2013,15 - 17 years,15-17,182,2013
,Delaware,10,2013,2013,18 - 19 years,18-19,418,2013
,Delaware,10,2013,2013,20-24 years,20-24,1249,2013
,Delaware,10,2013,2013,25-29 years,25-29,1203,2013
,Delaware,10,2013,2013,30-34 years,30-34,907,2013
,Delaware,10,2013,2013,35-39 years,35-39,248,2013
,Delaware,10,2013,2013,40-44 years,40-44,55,2013
,District of Columbia,11,2013,2013,Under 15 years,15-,19,2013
,District of Columbia,11,2013,2013,15 - 17 years,15-17,163,2013
,District of Columbia,11,2013,2013,18 - 19 years,18-19,343,2013
,District of Columbia,11,2013,2013,20-24 years,20-24,772,2013
,District of Columbia,11,2013,2013,25-29 years,25-29,740,2013
,District of Columbia,11,2013,2013,30-34 years,30-34,1438,2013
,District of Columbia,11,2013,2013,35-39 years,35-39,664,2013
,District of Columbia,11,2013,2013,40-44 years,40-44,154,2013
,District of Columbia,11,2013,2013,45-49 years,45-49,26,2013
,Florida,12,2013,2013,Under 15 years,15-,162,2013
,Florida,12,2013,2013,15 - 17 years,15-17,3397,2013
,Florida,12,2013,2013,18 - 19 years,18-19,8146,2013
,Florida,12,2013,2013,20-24 years,20-24,26356,2013
,Florida,12,2013,2013,25-29 years,25-29,24073,2013
,Florida,12,2013,2013,30-34 years,30-34,16909,2013
,Florida,12,2013,2013,35-39 years,35-39,6454,2013
,Florida,12,2013,2013,40-44 years,40-44,1480,2013
,Florida,12,2013,2013,45-49 years,45-49,96,2013
,Georgia,13,2013,2013,Under 15 years,15-,136,2013
,Georgia,13,2013,2013,15 - 17 years,15-17,2492,2013
,Georgia,13,2013,2013,18 - 19 years,18-19,5673,2013
,Georgia,13,2013,2013,20-24 years,20-24,15655,2013
,Georgia,13,2013,2013,25-29 years,25-29,12572,2013
,Georgia,13,2013,2013,30-34 years,30-34,8498,2013
,Georgia,13,2013,2013,35-39 years,35-39,3085,2013
,Georgia,13,2013,2013,40-44 years,40-44,781,2013
,Georgia,13,2013,2013,45-49 years,45-49,77,2013
,Hawaii,15,2013,2013,Under 15 years,15-,12,2013
,Hawaii,15,2013,2013,15 - 17 years,15-17,228,2013
,Hawaii,15,2013,2013,18 - 19 years,18-19,627,2013
,Hawaii,15,2013,2013,20-24 years,20-24,2174,2013
,Hawaii,15,2013,2013,25-29 years,25-29,2041,2013
,Hawaii,15,2013,2013,30-34 years,30-34,1500,2013
,Hawaii,15,2013,2013,35-39 years,35-39,745,2013
,Hawaii,15,2013,2013,40-44 years,40-44,165,2013
,Hawaii,15,2013,2013,45-49 years,45-49,16,2013
,Idaho,16,2013,2013,Under 15 years,15-,11,2013
,Idaho,16,2013,2013,15 - 17 years,15-17,291,2013
,Idaho,16,2013,2013,18 - 19 years,18-19,903,2013
,Idaho,16,2013,2013,20-24 years,20-24,3170,2013
,Idaho,16,2013,2013,25-29 years,25-29,2109,2013
,Idaho,16,2013,2013,30-34 years,30-34,988,2013
,Idaho,16,2013,2013,35-39 years,35-39,283,2013
,Idaho,16,2013,2013,40-44 years,40-44,69,2013
,Illinois,17,2013,2013,Under 15 years,15-,116,2013
,Illinois,17,2013,2013,15 - 17 years,15-17,2689,2013
,Illinois,17,2013,2013,18 - 19 years,18-19,5788,2013
,Illinois,17,2013,2013,20-24 years,20-24,15552,2013
,Illinois,17,2013,2013,25-29 years,25-29,16538,2013
,Illinois,17,2013,2013,30-34 years,30-34,14135,2013
,Illinois,17,2013,2013,35-39 years,35-39,4624,2013
,Illinois,17,2013,2013,40-44 years,40-44,982,2013
,Illinois,17,2013,2013,45-49 years,45-49,91,2013
,Indiana,18,2013,2013,Under 15 years,15-,70,2013
,Indiana,18,2013,2013,15 - 17 years,15-17,1695,2013
,Indiana,18,2013,2013,18 - 19 years,18-19,4010,2013
,Indiana,18,2013,2013,20-24 years,20-24,11198,2013
,Indiana,18,2013,2013,25-29 years,25-29,8966,2013
,Indiana,18,2013,2013,30-34 years,30-34,4718,2013
,Indiana,18,2013,2013,35-39 years,35-39,1305,2013
,Indiana,18,2013,2013,40-44 years,40-44,265,2013
,Indiana,18,2013,2013,45-49 years,45-49,20,2013
,Iowa,19,2013,2013,Under 15 years,15-,12,2013
,Iowa,19,2013,2013,15 - 17 years,15-17,545,2013
,Iowa,19,2013,2013,18 - 19 years,18-19,1395,2013
,Iowa,19,2013,2013,20-24 years,20-24,4637,2013
,Iowa,19,2013,2013,25-29 years,25-29,4942,2013
,Iowa,19,2013,2013,30-34 years,30-34,2387,2013
,Iowa,19,2013,2013,35-39 years,35-39,666,2013
,Iowa,19,2013,2013,40-44 years,40-44,95,2013
,Kansas,20,2013,2013,Under 15 years,15-,29,2013
,Kansas,20,2013,2013,15 - 17 years,15-17,675,2013
,Kansas,20,2013,2013,18 - 19 years,18-19,1728,2013
,Kansas,20,2013,2013,20-24 years,20-24,4574,2013
,Kansas,20,2013,2013,25-29 years,25-29,4313,2013
,Kansas,20,2013,2013,30-34 years,30-34,2253,2013
,Kansas,20,2013,2013,35-39 years,35-39,574,2013
,Kansas,20,2013,2013,40-44 years,40-44,107,2013
,Kentucky,21,2013,2013,Under 15 years,15-,46,2013
,Kentucky,21,2013,2013,15 - 17 years,15-17,1300,2013
,Kentucky,21,2013,2013,18 - 19 years,18-19,3214,2013
,Kentucky,21,2013,2013,20-24 years,20-24,7854,2013
,Kentucky,21,2013,2013,25-29 years,25-29,5783,2013
,Kentucky,21,2013,2013,30-34 years,30-34,3112,2013
,Kentucky,21,2013,2013,35-39 years,35-39,907,2013
,Kentucky,21,2013,2013,40-44 years,40-44,156,2013
,Kentucky,21,2013,2013,45-49 years,45-49,16,2013
,Louisiana,22,2013,2013,Under 15 years,15-,87,2013
,Louisiana,22,2013,2013,15 - 17 years,15-17,1424,2013
,Louisiana,22,2013,2013,18 - 19 years,18-19,3292,2013
,Louisiana,22,2013,2013,20-24 years,20-24,8913,2013
,Louisiana,22,2013,2013,25-29 years,25-29,6042,2013
,Louisiana,22,2013,2013,30-34 years,30-34,3155,2013
,Louisiana,22,2013,2013,35-39 years,35-39,957,2013
,Louisiana,22,2013,2013,40-44 years,40-44,183,2013
,Louisiana,22,2013,2013,45-49 years,45-49,10,2013
,Maine,23,2013,2013,15 - 17 years,15-17,158,2013
,Maine,23,2013,2013,18 - 19 years,18-19,462,2013
,Maine,23,2013,2013,20-24 years,20-24,1665,2013
,Maine,23,2013,2013,25-29 years,25-29,1653,2013
,Maine,23,2013,2013,30-34 years,30-34,1153,2013
,Maine,23,2013,2013,35-39 years,35-39,365,2013
,Maine,23,2013,2013,40-44 years,40-44,85,2013
,Maryland,24,2013,2013,Under 15 years,15-,49,2013
,Maryland,24,2013,2013,15 - 17 years,15-17,950,2013
,Maryland,24,2013,2013,18 - 19 years,18-19,2160,2013
,Maryland,24,2013,2013,20-24 years,20-24,7280,2013
,Maryland,24,2013,2013,25-29 years,25-29,8424,2013
,Maryland,24,2013,2013,30-34 years,30-34,7169,2013
,Maryland,24,2013,2013,35-39 years,35-39,2575,2013
,Maryland,24,2013,2013,40-44 years,40-44,583,2013
,Maryland,24,2013,2013,45-49 years,45-49,66,2013
,Maryland,24,2013,2013,50 years and over,50+,11,2013
,Massachusetts,25,2013,2013,Under 15 years,15-,32,2013
,Massachusetts,25,2013,2013,15 - 17 years,15-17,699,2013
,Massachusetts,25,2013,2013,18 - 19 years,18-19,1676,2013
,Massachusetts,25,2013,2013,20-24 years,20-24,5940,2013
,Massachusetts,25,2013,2013,25-29 years,25-29,8881,2013
,Massachusetts,25,2013,2013,30-34 years,30-34,10531,2013
,Massachusetts,25,2013,2013,35-39 years,35-39,4040,2013
,Massachusetts,25,2013,2013,40-44 years,40-44,920,2013
,Massachusetts,25,2013,2013,45-49 years,45-49,82,2013
,Michigan,26,2013,2013,Under 15 years,15-,77,2013
,Michigan,26,2013,2013,15 - 17 years,15-17,1936,2013
,Michigan,26,2013,2013,18 - 19 years,18-19,4632,2013
,Michigan,26,2013,2013,20-24 years,20-24,14202,2013
,Michigan,26,2013,2013,25-29 years,25-29,12709,2013
,Michigan,26,2013,2013,30-34 years,30-34,7981,2013
,Michigan,26,2013,2013,35-39 years,35-39,2431,2013
,Michigan,26,2013,2013,40-44 years,40-44,495,2013
,Michigan,26,2013,2013,45-49 years,45-49,44,2013
,Minnesota,27,2013,2013,Under 15 years,15-,30,2013
,Minnesota,27,2013,2013,15 - 17 years,15-17,710,2013
,Minnesota,27,2013,2013,18 - 19 years,18-19,1811,2013
,Minnesota,27,2013,2013,20-24 years,20-24,6208,2013
,Minnesota,27,2013,2013,25-29 years,25-29,8981,2013
,Minnesota,27,2013,2013,30-34 years,30-34,6385,2013
,Minnesota,27,2013,2013,35-39 years,35-39,1915,2013
,Minnesota,27,2013,2013,40-44 years,40-44,314,2013
,Minnesota,27,2013,2013,45-49 years,45-49,26,2013
,Mississippi,28,2013,2013,Under 15 years,15-,74,2013
,Mississippi,28,2013,2013,15 - 17 years,15-17,1078,2013
,Mississippi,28,2013,2013,18 - 19 years,18-19,2491,2013
,Mississippi,28,2013,2013,20-24 years,20-24,5691,2013
,Mississippi,28,2013,2013,25-29 years,25-29,3415,2013
,Mississippi,28,2013,2013,30-34 years,30-34,1541,2013
,Mississippi,28,2013,2013,35-39 years,35-39,467,2013
,Mississippi,28,2013,2013,40-44 years,40-44,91,2013
,Missouri,29,2013,2013,Under 15 years,15-,43,2013
,Missouri,29,2013,2013,15 - 17 years,15-17,1347,2013
,Missouri,29,2013,2013,18 - 19 years,18-19,3417,2013
,Missouri,29,2013,2013,20-24 years,20-24,9492,2013
,Missouri,29,2013,2013,25-29 years,25-29,8271,2013
,Missouri,29,2013,2013,30-34 years,30-34,4769,2013
,Missouri,29,2013,2013,35-39 years,35-39,1327,2013
,Missouri,29,2013,2013,40-44 years,40-44,236,2013
,Missouri,29,2013,2013,45-49 years,45-49,13,2013
,Montana,30,2013,2013,15 - 17 years,15-17,221,2013
,Montana,30,2013,2013,18 - 19 years,18-19,517,2013
,Montana,30,2013,2013,20-24 years,20-24,1530,2013
,Montana,30,2013,2013,25-29 years,25-29,1314,2013
,Montana,30,2013,2013,30-34 years,30-34,791,2013
,Montana,30,2013,2013,35-39 years,35-39,242,2013
,Montana,30,2013,2013,40-44 years,40-44,39,2013
,Nebraska,31,2013,2013,Under 15 years,15-,13,2013
,Nebraska,31,2013,2013,15 - 17 years,15-17,386,2013
,Nebraska,31,2013,2013,18 - 19 years,18-19,929,2013
,Nebraska,31,2013,2013,20-24 years,20-24,2868,2013
,Nebraska,31,2013,2013,25-29 years,25-29,3156,2013
,Nebraska,31,2013,2013,30-34 years,30-34,1631,2013
,Nebraska,31,2013,2013,35-39 years,35-39,428,2013
,Nebraska,31,2013,2013,40-44 years,40-44,75,2013
,Nevada,32,2013,2013,Under 15 years,15-,24,2013
,Nevada,32,2013,2013,15 - 17 years,15-17,607,2013
,Nevada,32,2013,2013,18 - 19 years,18-19,1492,2013
,Nevada,32,2013,2013,20-24 years,20-24,4048,2013
,Nevada,32,2013,2013,25-29 years,25-29,3381,2013
,Nevada,32,2013,2013,30-34 years,30-34,2351,2013
,Nevada,32,2013,2013,35-39 years,35-39,903,2013
,Nevada,32,2013,2013,40-44 years,40-44,231,2013
,Nevada,32,2013,2013,45-49 years,45-49,13,2013
,New Hampshire,33,2013,2013,15 - 17 years,15-17,116,2013
,New Hampshire,33,2013,2013,18 - 19 years,18-19,382,2013
,New Hampshire,33,2013,2013,20-24 years,20-24,1288,2013
,New Hampshire,33,2013,2013,25-29 years,25-29,1654,2013
,New Hampshire,33,2013,2013,30-34 years,30-34,1325,2013
,New Hampshire,33,2013,2013,35-39 years,35-39,439,2013
,New Hampshire,33,2013,2013,40-44 years,40-44,97,2013
,New Jersey,34,2013,2013,Under 15 years,15-,42,2013
,New Jersey,34,2013,2013,15 - 17 years,15-17,1086,2013
,New Jersey,34,2013,2013,18 - 19 years,18-19,2420,2013
,New Jersey,34,2013,2013,20-24 years,20-24,8700,2013
,New Jersey,34,2013,2013,25-29 years,25-29,11493,2013
,New Jersey,34,2013,2013,30-34 years,30-34,11770,2013
,New Jersey,34,2013,2013,35-39 years,35-39,4437,2013
,New Jersey,34,2013,2013,40-44 years,40-44,984,2013
,New Jersey,34,2013,2013,45-49 years,45-49,105,2013
,New Jersey,34,2013,2013,50 years and over,50+,11,2013
,New Mexico,35,2013,2013,Under 15 years,15-,33,2013
,New Mexico,35,2013,2013,15 - 17 years,15-17,827,2013
,New Mexico,35,2013,2013,18 - 19 years,18-19,1563,2013
,New Mexico,35,2013,2013,20-24 years,20-24,3572,2013
,New Mexico,35,2013,2013,25-29 years,25-29,2134,2013
