fips,cbsa,metarea,metareano,state_fips,year,asfr_15_19,asfr_20_24,asfr_25_29,asfr_30_34,asfr_35_39,asfr_40_44,gfr_15_44,first_birth_proxy,first_births_total,first_birth_rate_15_44,mean_age_first_birth,median_age_first_birth,share_first_birth_15_19,share_first_birth_20_24,share_first_birth_25_29,share_first_birth_30_34,share_first_birth_35_44,share_first_birth_30_plus,completed_fertility_proxy
,,Alabama,,01,2007,,,,,,,,,27293,,23.774301,22.000000,0.263767,0.350346,0.234163,0.105961,0.045763,0.151724,
,,Alabama,,01,2008,,,,,,,,,26925,,23.746722,22.000000,0.262656,0.353426,0.237029,0.102507,0.044383,0.146890,
,,Alabama,,01,2009,,,,,,,,,26397,,23.755067,22.000000,0.260181,0.353184,0.239459,0.106376,0.040800,0.147176,
,,Alabama,,01,2010,,,,,,,,,24849,,23.982897,22.000000,0.243833,0.351282,0.249185,0.111675,0.044026,0.155700,
,,Alabama,,01,2011,,,,,,,,,24583,,24.181630,22.000000,0.225684,0.355856,0.253305,0.121995,0.043160,0.165155,
,,Alabama,,01,2012,,,,,,,,,24022,,24.276809,22.000000,0.217218,0.357797,0.257014,0.124303,0.043668,0.167971,
,,Alabama,,01,2013,,,,,,,,,23516,,24.487285,22.000000,0.194463,0.369408,0.262034,0.127573,0.046522,0.174094,
,,Alabama,,01,2014,,,,,,,,,24171,,24.731869,22.000000,0.175706,0.367010,0.270448,0.139878,0.046957,0.186835,
,,Alabama,,01,2015,,,,,,,,,23087,,24.871118,22.000000,0.174254,0.355135,0.276909,0.141725,0.051977,0.193702,
,,Alabama,,01,2016,,,,,,,,,22378,,24.947985,22.000000,0.168737,0.353338,0.281526,0.142819,0.053579,0.196398,
,,Alabama,,01,2017,,,,,,,,,22354,,25.094278,22.000000,0.160821,0.351347,0.284468,0.147982,0.055382,0.203364,
,,Alabama,,01,2018,,,,,,,,,21948,,25.137188,22.000000,0.150538,0.359577,0.289184,0.145799,0.054902,0.200702,
,,Alabama,,01,2019,,,,,,,,,21588,,25.087132,22.000000,0.154021,0.362146,0.282240,0.149250,0.052344,0.201593,
,,Alabama,,01,2020,,,,,,,,,21496,,25.241138,22.000000,0.148167,0.354345,0.288472,0.150354,0.058662,0.209016,
,,Alabama,,01,2021,,,,,,,,,21849,,25.316674,27.000000,0.143485,0.346606,0.300197,0.151815,0.057897,0.209712,
,,Alabama,,01,2022,,,,,,,,,21902,,25.516688,27.000000,0.132819,0.342161,0.303991,0.160214,0.060816,0.221030,
,,Alabama,,01,2023,,,,,,,,,22204,,25.570303,27.000000,0.132859,0.339939,0.301928,0.161277,0.063997,0.225275,
,,Alabama,,01,2024,,,,,,,,,22025,,25.670897,27.000000,0.127491,0.331260,0.314188,0.161317,0.065743,0.227060,
,,Alaska,,02,2007,,,,,,,,,4356,,24.473140,22.000000,0.212810,0.366621,0.241965,0.115702,0.062902,0.178604,
,,Alaska,,02,2008,,,,,,,,,4306,,24.547840,22.000000,0.205295,0.368788,0.236647,0.130283,0.058987,0.189271,
,,Alaska,,02,2009,,,,,,,,,4258,,24.642790,22.000000,0.209488,0.352983,0.242602,0.131752,0.063175,0.194927,
,,Alaska,,02,2010,,,,,,,,,4346,,24.760354,22.000000,0.183157,0.377128,0.242522,0.138748,0.058445,0.197193,
,,Alaska,,02,2011,,,,,,,,,4458,,24.977344,22.000000,0.160834,0.375729,0.266039,0.138403,0.058995,0.197398,
,,Alaska,,02,2012,,,,,,,,,4187,,25.198352,22.000000,0.162646,0.355863,0.264629,0.154048,0.062813,0.216862,
,,Alaska,,02,2013,,,,,,,,,4148,,25.592334,27.000000,0.143202,0.347396,0.267117,0.169479,0.072806,0.242285,
,,Alaska,,02,2014,,,,,,,,,4139,,25.669365,27.000000,0.130466,0.349118,0.276637,0.178787,0.064992,0.243779,
,,Alaska,,02,2015,,,,,,,,,4129,,25.851417,27.000000,0.136837,0.321870,0.283362,0.185275,0.072657,0.257932,
,,Alaska,,02,2016,,,,,,,,,3895,,25.942490,27.000000,0.126829,0.329910,0.280616,0.185366,0.077279,0.262644,
,,Alaska,,02,2017,,,,,,,,,3631,,26.226384,27.000000,0.115395,0.316166,0.294409,0.187001,0.087028,0.274029,
,,Alaska,,02,2018,,,,,,,,,3509,,26.305500,27.000000,0.103163,0.322599,0.291821,0.204047,0.078370,0.282417,
,,Alaska,,02,2019,,,,,,,,,3341,,26.432954,27.000000,0.099371,0.331338,0.280455,0.194253,0.094582,0.288836,
,,Alaska,,02,2020,,,,,,,,,3258,,26.461633,27.000000,0.100982,0.314917,0.298036,0.197360,0.088705,0.286065,
,,Alaska,,02,2021,,,,,,,,,3264,,26.601716,27.000000,0.098039,0.317708,0.278186,0.207721,0.098346,0.306066,
,,Alaska,,02,2022,,,,,,,,,3323,,26.628197,27.000000,0.094192,0.325609,0.275053,0.203732,0.101414,0.305146,
,,Alaska,,02,2023,,,,,,,,,3122,,26.819507,27.000000,0.091608,0.310698,0.278347,0.215567,0.103780,0.319347,
,,Alaska,,02,2024,,,,,,,,,3105,,26.980676,27.000000,0.086957,0.304992,0.279871,0.215137,0.113043,0.328180,
,,Arizona,,04,2007,,,,,,,,,37744,,24.053002,22.000000,0.270401,0.326277,0.221572,0.122986,0.058764,0.181751,
,,Arizona,,04,2008,,,,,,,,,36263,,24.220873,22.000000,0.262664,0.319030,0.227422,0.127761,0.063122,0.190883,
,,Arizona,,04,2009,,,,,,,,,34038,,24.320818,22.000000,0.256331,0.313855,0.238381,0.130736,0.060697,0.191433,
,,Arizona,,04,2010,,,,,,,,,32117,,24.572158,22.000000,0.235327,0.321419,0.239437,0.139397,0.064421,0.203817,
,,Arizona,,04,2011,,,,,,,,,31527,,24.892870,22.000000,0.216386,0.317062,0.248644,0.148159,0.069750,0.217908,
,,Arizona,,04,2012,,,,,,,,,31895,,24.936040,22.000000,0.207932,0.324722,0.247123,0.151654,0.068569,0.220223,
,,Arizona,,04,2013,,,,,,,,,30951,,25.109609,22.000000,0.192595,0.329069,0.252464,0.155892,0.069982,0.225873,
,,Arizona,,04,2014,,,,,,,,,31074,,25.369586,22.000000,0.176514,0.328023,0.253427,0.168211,0.073824,0.242035,
,,Arizona,,04,2015,,,,,,,,,30306,,25.557843,27.000000,0.162740,0.325711,0.261301,0.175411,0.074837,0.250247,
,,Arizona,,04,2016,,,,,,,,,29567,,25.673589,27.000000,0.153482,0.327324,0.264924,0.175364,0.078906,0.254270,
,,Arizona,,04,2017,,,,,,,,,28954,,25.822356,27.000000,0.146266,0.320647,0.274953,0.177074,0.081060,0.258134,
,,Arizona,,04,2018,,,,,,,,,28693,,25.995626,27.000000,0.137699,0.317778,0.275851,0.182100,0.086572,0.268672,
,,Arizona,,04,2019,,,,,,,,,28452,,26.081892,27.000000,0.132258,0.311859,0.282792,0.188352,0.084739,0.273092,
,,Arizona,,04,2020,,,,,,,,,28249,,26.274665,27.000000,0.120854,0.307374,0.288258,0.196680,0.086835,0.283514,
,,Arizona,,04,2021,,,,,,,,,28726,,26.520696,27.000000,0.106802,0.303523,0.292905,0.205284,0.091485,0.296769,
,,Arizona,,04,2022,,,,,,,,,29622,,26.672355,27.000000,0.104584,0.292755,0.295726,0.212916,0.094018,0.306934,
,,Arizona,,04,2023,,,,,,,,,29958,,26.756058,27.000000,0.101008,0.287803,0.300053,0.213933,0.097203,0.311136,
,,Arizona,,04,2024,,,,,,,,,30823,,26.887535,27.000000,0.098271,0.285274,0.295396,0.219868,0.101191,0.321059,
,,Arkansas,,05,2007,,,,,,,,,16365,,23.101589,22.000000,0.290620,0.380874,0.214788,0.082126,0.031592,0.113718,
,,Arkansas,,05,2008,,,,,,,,,16244,,23.191855,22.000000,0.293832,0.366905,0.218788,0.087725,0.032751,0.120475,
,,Arkansas,,05,2009,,,,,,,,,15931,,23.192141,22.000000,0.292009,0.364823,0.226665,0.086624,0.029879,0.116502,
,,Arkansas,,05,2010,,,,,,,,,15436,,23.465406,22.000000,0.274359,0.366027,0.228362,0.096074,0.035178,0.131252,
,,Arkansas,,05,2011,,,,,,,,,15330,,23.667091,22.000000,0.258578,0.363927,0.240183,0.100783,0.036530,0.137312,
,,Arkansas,,05,2012,,,,,,,,,15180,,23.935079,22.000000,0.234585,0.369433,0.244993,0.112385,0.038603,0.150988,
,,Arkansas,,05,2013,,,,,,,,,14718,,23.955361,22.000000,0.231485,0.374847,0.244055,0.111700,0.037913,0.149613,
,,Arkansas,,05,2014,,,,,,,,,15496,,24.496741,22.000000,0.202439,0.365965,0.247483,0.137068,0.047044,0.184112,
,,Arkansas,,05,2015,,,,,,,,,14670,,24.365201,22.000000,0.207635,0.366190,0.254397,0.126585,0.045194,0.171779,
,,Arkansas,,05,2016,,,,,,,,,13945,,24.501864,22.000000,0.197275,0.361994,0.265687,0.128720,0.046325,0.175045,
,,Arkansas,,05,2017,,,,,,,,,13396,,24.481972,22.000000,0.195058,0.366303,0.266348,0.127949,0.044342,0.172290,
,,Arkansas,,05,2018,,,,,,,,,13220,,24.544402,22.000000,0.185628,0.378669,0.261422,0.126475,0.047806,0.174281,
,,Arkansas,,05,2019,,,,,,,,,13098,,24.575775,22.000000,0.183158,0.380058,0.258818,0.130707,0.047259,0.177966,
,,Arkansas,,05,2020,,,,,,,,,12792,,24.693050,22.000000,0.176829,0.374765,0.265791,0.133365,0.049250,0.182614,
,,Arkansas,,05,2021,,,,,,,,,13332,,24.848410,22.000000,0.164716,0.374812,0.269127,0.141764,0.049580,0.191344,
,,Arkansas,,05,2022,,,,,,,,,13495,,25.030678,22.000000,0.154057,0.364728,0.285217,0.144943,0.051056,0.195999,
,,Arkansas,,05,2023,,,,,,,,,13326,,24.994372,22.000000,0.156611,0.361474,0.289584,0.141453,0.050878,0.192331,
,,Arkansas,,05,2024,,,,,,,,,13372,,25.150950,22.000000,0.146201,0.358436,0.295468,0.148818,0.051077,0.199895,
,,California,,06,2007,,,,,,,,,222180,,25.690654,27.000000,0.199878,0.286849,0.234179,0.176393,0.102701,0.279094,
,,California,,06,2008,,,,,,,,,217169,,25.769154,27.000000,0.198504,0.281583,0.236825,0.178175,0.104914,0.283088,
,,California,,06,2009,,,,,,,,,207437,,25.912272,27.000000,0.192401,0.275867,0.240242,0.185073,0.106418,0.291491,
,,California,,06,2010,,,,,,,,,201240,,26.150648,27.000000,0.179000,0.271213,0.246651,0.193754,0.109382,0.303136,
,,California,,06,2011,,,,,,,,,196110,,26.415091,27.000000,0.163867,0.266988,0.250349,0.206083,0.112712,0.318796,
,,California,,06,2012,,,,,,,,,197795,,26.677785,27.000000,0.148381,0.263970,0.251599,0.220966,0.115084,0.336050,
,,California,,06,2013,,,,,,,,,193326,,26.977768,27.000000,0.132807,0.260182,0.253453,0.232255,0.121303,0.353558,
,,California,,06,2014,,,,,,,,,196060,,27.273908,27.000000,0.116281,0.253356,0.259364,0.245512,0.125487,0.370999,
,,California,,06,2015,,,,,,,,,190041,,27.483853,27.000000,0.108045,0.246668,0.262338,0.250862,0.132087,0.382949,
,,California,,06,2016,,,,,,,,,188741,,27.735791,27.000000,0.096365,0.237548,0.268373,0.261040,0.136674,0.397714,
,,California,,06,2017,,,,,,,,,182113,,27.969810,27.000000,0.088412,0.230818,0.268789,0.266494,0.145487,0.411980,
,,California,,06,2018,,,,,,,,,176560,,28.220098,27.000000,0.082295,0.220814,0.267229,0.274813,0.154848,0.429661,
,,California,,06,2019,,,,,,,,,175672,,28.393125,27.000000,0.076005,0.216694,0.265831,0.281229,0.160242,0.441470,
,,California,,06,2020,,,,,,,,,165781,,28.552210,27.000000,0.071679,0.212558,0.260983,0.288031,0.166750,0.454781,
,,California,,06,2021,,,,,,,,,166147,,28.776619,27.000000,0.065472,0.205252,0.257958,0.297580,0.173738,0.471318,
,,California,,06,2022,,,,,,,,,165965,,28.854713,27.000000,0.065743,0.204362,0.253614,0.295526,0.180755,0.476281,
,,California,,06,2023,,,,,,,,,162536,,28.992709,27.000000,0.063426,0.198411,0.252393,0.299109,0.186660,0.485769,
,,California,,06,2024,,,,,,,,,165041,,29.109070,27.000000,0.060718,0.195339,0.248902,0.301870,0.193170,0.495041,
,,Colorado,,08,2007,,,,,,,,,29465,,25.891617,27.000000,0.186323,0.273579,0.252673,0.185983,0.101442,0.287426,
,,Colorado,,08,2008,,,,,,,,,28811,,25.841519,27.000000,0.189094,0.271528,0.253827,0.189546,0.096005,0.285551,
,,Colorado,,08,2009,,,,,,,,,27938,,25.976269,27.000000,0.182153,0.267557,0.258787,0.193894,0.097609,0.291503,
,,Colorado,,08,2010,,,,,,,,,27288,,26.212200,27.000000,0.167583,0.264219,0.265575,0.203386,0.099238,0.302624,
,,Colorado,,08,2011,,,,,,,,,27043,,26.561384,27.000000,0.148356,0.256185,0.272233,0.220464,0.102762,0.323226,
,,Colorado,,08,2012,,,,,,,,,26562,,26.752729,27.000000,0.132633,0.259732,0.276222,0.227016,0.104397,0.331413,
,,Colorado,,08,2013,,,,,,,,,26613,,26.900312,27.000000,0.124112,0.254387,0.279863,0.235900,0.105738,0.341638,
,,Colorado,,08,2014,,,,,,,,,26502,,27.142687,27.000000,0.108935,0.255075,0.281979,0.242963,0.111048,0.354011,
,,Colorado,,08,2015,,,,,,,,,26635,,27.265440,27.000000,0.105951,0.250422,0.276816,0.254102,0.112709,0.366811,
,,Colorado,,08,2016,,,,,,,,,26165,,27.441945,27.000000,0.102312,0.239518,0.278387,0.262412,0.117371,0.379782,
,,Colorado,,08,2017,,,,,,,,,25411,,27.652414,27.000000,0.095982,0.232262,0.282240,0.261816,0.127701,0.389516,
,,Colorado,,08,2018,,,,,,,,,25094,,27.809098,27.000000,0.087790,0.233004,0.272575,0.277915,0.128716,0.406631,
,,Colorado,,08,2019,,,,,,,,,25501,,27.944394,27.000000,0.086467,0.225403,0.273401,0.278381,0.136348,0.414729,
,,Colorado,,08,2020,,,,,,,,,25538,,28.133468,27.000000,0.077492,0.222649,0.272222,0.287102,0.140536,0.427637,
,,Colorado,,08,2021,,,,,,,,,26349,,28.390584,27.000000,0.070401,0.213139,0.265665,0.302630,0.148165,0.450795,
,,Colorado,,08,2022,,,,,,,,,26224,,28.473212,27.000000,0.067534,0.210876,0.268914,0.301480,0.151197,0.452677,
,,Colorado,,08,2023,,,,,,,,,26466,,28.545152,27.000000,0.068050,0.204262,0.270082,0.302615,0.154991,0.457606,
,,Colorado,,08,2024,,,,,,,,,27059,,28.548782,27.000000,0.067039,0.209875,0.264053,0.301009,0.158025,0.459034,
,,Connecticut,,09,2007,,,,,,,,,17517,,27.185163,27.000000,0.139579,0.226523,0.269395,0.230291,0.134212,0.364503,
,,Connecticut,,09,2008,,,,,,,,,17394,,27.181212,27.000000,0.136599,0.227320,0.271013,0.236403,0.128665,0.365068,
,,Connecticut,,09,2009,,,,,,,,,16897,,27.264248,27.000000,0.132450,0.229271,0.270462,0.237024,0.130792,0.367817,
,,Connecticut,,09,2010,,,,,,,,,16575,,27.431131,27.000000,0.120000,0.226305,0.273605,0.254600,0.125490,0.380090,
,,Connecticut,,09,2011,,,,,,,,,16039,,27.424621,27.000000,0.111229,0.229067,0.284743,0.257497,0.117464,0.374961,
,,Connecticut,,09,2012,,,,,,,,,15828,,27.583175,27.000000,0.104877,0.225171,0.281463,0.267943,0.120546,0.388489,
,,Connecticut,,09,2013,,,,,,,,,15288,,27.750883,27.000000,0.093210,0.222920,0.284275,0.279631,0.119963,0.399594,
,,Connecticut,,09,2014,,,,,,,,,15486,,28.059699,27.000000,0.079685,0.212321,0.289229,0.290650,0.128116,0.418765,
,,Connecticut,,09,2015,,,,,,,,,14697,,28.305947,27.000000,0.073757,0.196571,0.292237,0.306117,0.131319,0.437436,
,,Connecticut,,09,2016,,,,,,,,,14653,,28.588139,27.000000,0.067358,0.187675,0.286904,0.316863,0.141200,0.458063,
,,Connecticut,,09,2017,,,,,,,,,14336,,28.588309,27.000000,0.065569,0.191895,0.281738,0.318987,0.141811,0.460798,
,,Connecticut,,09,2018,,,,,,,,,13898,,28.676248,27.000000,0.062311,0.188372,0.286372,0.318535,0.144409,0.462944,
,,Connecticut,,09,2019,,,,,,,,,13620,,28.809949,27.000000,0.057709,0.180396,0.281204,0.341483,0.139207,0.480690,
,,Connecticut,,09,2020,,,,,,,,,13483,,28.828043,27.000000,0.059334,0.182526,0.276793,0.332196,0.149151,0.481347,
,,Connecticut,,09,2021,,,,,,,,,14087,,29.166820,32.000000,0.052815,0.167175,0.266061,0.357067,0.156882,0.513949,
,,Connecticut,,09,2022,,,,,,,,,14177,,29.397827,32.000000,0.048459,0.157226,0.267052,0.360231,0.167031,0.527262,
,,Connecticut,,09,2023,,,,,,,,,13992,,29.376965,32.000000,0.050672,0.160020,0.266867,0.351558,0.170883,0.522441,
,,Connecticut,,09,2024,,,,,,,,,13853,,29.473724,32.000000,0.049376,0.158883,0.256767,0.361366,0.173609,0.534974,
,,Delaware,,10,2007,,,,,,,,,4953,,25.203008,22.000000,0.203715,0.304664,0.250353,0.166768,0.074500,0.241268,
,,Delaware,,10,2008,,,,,,,,,4955,,25.117356,22.000000,0.206862,0.303532,0.259132,0.157215,0.073259,0.230474,
,,Delaware,,10,2009,,,,,,,,,4722,,25.287484,27.000000,0.189962,0.308132,0.264930,0.165396,0.071580,0.236976,
,,Delaware,,10,2010,,,,,,,,,4685,,25.661366,27.000000,0.171612,0.289648,0.287727,0.171398,0.079616,0.251014,
,,Delaware,,10,2011,,,,,,,,,4534,,25.799515,27.000000,0.161888,0.293560,0.284738,0.179312,0.080503,0.259815,
,,Delaware,,10,2012,,,,,,,,,4323,,26.001619,27.000000,0.146195,0.298404,0.277354,0.199167,0.078880,0.278048,
,,Delaware,,10,2013,,,,,,,,,4262,,26.070859,27.000000,0.140779,0.293055,0.282262,0.212811,0.071093,0.283904,
,,Delaware,,10,2014,,,,,,,,,4337,,26.431981,27.000000,0.123127,0.279225,0.302052,0.212589,0.083007,0.295596,
,,Delaware,,10,2015,,,,,,,,,4415,,26.627860,27.000000,0.108041,0.283352,0.300793,0.220385,0.087429,0.307814,
,,Delaware,,10,2016,,,,,,,,,4292,,26.783085,27.000000,0.114166,0.264678,0.301025,0.226701,0.093430,0.320130,
,,Delaware,,10,2017,,,,,,,,,4094,,26.594162,27.000000,0.118222,0.269419,0.299463,0.229116,0.083781,0.312897,
,,Delaware,,10,2018,,,,,,,,,4056,,26.784270,27.000000,0.104783,0.281558,0.288462,0.234467,0.090730,0.325197,
,,Delaware,,10,2019,,,,,,,,,4102,,27.105193,27.000000,0.090444,0.250609,0.325207,0.244759,0.088981,0.333740,
,,Delaware,,10,2020,,,,,,,,,4039,,27.164521,27.000000,0.094825,0.263927,0.293389,0.240158,0.107700,0.347858,
,,Delaware,,10,2021,,,,,,,,,4077,,27.162865,27.000000,0.090998,0.268335,0.289919,0.251656,0.099092,0.350748,
,,Delaware,,10,2022,,,,,,,,,4245,,27.363840,27.000000,0.094935,0.256066,0.285041,0.246643,0.117314,0.363958,
,,Delaware,,10,2023,,,,,,,,,4085,,27.449204,27.000000,0.097919,0.248225,0.275153,0.261200,0.117503,0.378703,
,,Delaware,,10,2024,,,,,,,,,4095,,27.549695,27.000000,0.088889,0.242247,0.290842,0.260806,0.117216,0.378022,
,,District of Columbia,,11,2007,,,,,,,,,4062,,26.764032,27.000000,0.217627,0.215903,0.173067,0.226489,0.166913,0.393402,
,,District of Columbia,,11,2008,,,,,,,,,4218,,26.899004,27.000000,0.215505,0.202466,0.179943,0.241347,0.160740,0.402086,
,,District of Columbia,,11,2009,,,,,,,,,4279,,26.964478,27.000000,0.202150,0.216873,0.179481,0.237906,0.163590,0.401496,
,,District of Columbia,,11,2010,,,,,,,,,4226,,27.429366,27.000000,0.182442,0.205632,0.175816,0.272598,0.163512,0.436110,
,,District of Columbia,,11,2011,,,,,,,,,4318,,27.724988,27.000000,0.169291,0.203798,0.164660,0.293191,0.169060,0.462251,
,,District of Columbia,,11,2012,,,,,,,,,4428,,28.302846,27.000000,0.144761,0.196703,0.170732,0.292683,0.195122,0.487805,
,,District of Columbia,,11,2013,,,,,,,,,4319,,28.816277,32.000000,0.121556,0.178745,0.171336,0.332947,0.195416,0.528363,
,,District of Columbia,,11,2014,,,,,,,,,4501,,29.146301,32.000000,0.103755,0.181960,0.168185,0.331926,0.214175,0.546101,
,,District of Columbia,,11,2015,,,,,,,,,4447,,29.349224,32.000000,0.088374,0.188217,0.164830,0.340904,0.217675,0.558579,
,,District of Columbia,,11,2016,,,,,,,,,4516,,29.518268,32.000000,0.084145,0.172498,0.178919,0.341674,0.222764,0.564438,
,,District of Columbia,,11,2017,,,,,,,,,4328,,29.767560,32.000000,0.077403,0.166359,0.167514,0.355591,0.233133,0.588725,
,,District of Columbia,,11,2018,,,,,,,,,4190,,30.188305,32.000000,0.074224,0.152267,0.149881,0.369212,0.254415,0.623628,
,,District of Columbia,,11,2019,,,,,,,,,3928,,30.400458,32.000000,0.065937,0.145367,0.163187,0.362016,0.263493,0.625509,
,,District of Columbia,,11,2020,,,,,,,,,3932,,30.505468,32.000000,0.064598,0.148779,0.159207,0.344354,0.283062,0.627416,
,,District of Columbia,,11,2021,,,,,,,,,3891,,30.724364,32.000000,0.055513,0.145978,0.151632,0.361861,0.285017,0.646877,
,,District of Columbia,,11,2022,,,,,,,,,3612,,30.798173,32.000000,0.055648,0.146179,0.151717,0.353544,0.292913,0.646456,
,,District of Columbia,,11,2023,,,,,,,,,3454,,30.831644,32.000000,0.058772,0.144470,0.154024,0.331210,0.311523,0.642733,
,,District of Columbia,,11,2024,,,,,,,,,3360,,30.888988,32.000000,0.064881,0.140476,0.146131,0.331845,0.316667,0.648512,
,,Florida,,12,2007,,,,,,,,,99705,,25.097016,22.000000,0.211424,0.311419,0.244160,0.151286,0.081711,0.232997,
,,Florida,,12,2008,,,,,,,,,96866,,25.232894,22.000000,0.203498,0.309324,0.248116,0.155824,0.083239,0.239062,
,,Florida,,12,2009,,,,,,,,,92007,,25.370874,22.000000,0.193790,0.308976,0.254078,0.158368,0.084787,0.243155,
,,Florida,,12,2010,,,,,,,,,88356,,25.614944,27.000000,0.176966,0.304541,0.264068,0.168874,0.085552,0.254425,
,,Florida,,12,2011,,,,,,,,,87835,,25.846405,27.000000,0.160665,0.306643,0.265862,0.177526,0.089304,0.266830,
,,Florida,,12,2012,,,,,,,,,87220,,25.963959,27.000000,0.152694,0.304391,0.270637,0.183284,0.088993,0.272277,
,,Florida,,12,2013,,,,,,,,,87073,,26.227212,27.000000,0.134427,0.302689,0.276469,0.194193,0.092221,0.286415,
,,Florida,,12,2014,,,,,,,,,87591,,26.497785,27.000000,0.121976,0.293854,0.282883,0.204005,0.097282,0.301287,
,,Florida,,12,2015,,,,,,,,,88760,,26.675327,27.000000,0.113373,0.287179,0.288542,0.211503,0.099403,0.310906,
,,Florida,,12,2016,,,,,,,,,88680,,26.932956,27.000000,0.105886,0.273861,0.292433,0.221414,0.106405,0.327819,
,,Florida,,12,2017,,,,,,,,,87776,,27.033717,27.000000,0.103286,0.268707,0.293429,0.225745,0.108834,0.334579,
,,Florida,,12,2018,,,,,,,,,86409,,27.235195,27.000000,0.095962,0.262588,0.294773,0.231029,0.115648,0.346677,
,,Florida,,12,2019,,,,,,,,,85646,,27.325444,27.000000,0.095451,0.258191,0.291432,0.235633,0.119293,0.354926,
,,Florida,,12,2020,,,,,,,,,83356,,27.421019,27.000000,0.092855,0.256958,0.284503,0.244122,0.121563,0.365685,
,,Florida,,12,2021,,,,,,,,,85860,,27.678873,27.000000,0.081843,0.248789,0.287643,0.254076,0.127650,0.381726,
,,Florida,,12,2022,,,,,,,,,91476,,27.856984,27.000000,0.078141,0.242227,0.289147,0.253192,0.137293,0.390485,
,,Florida,,12,2023,,,,,,,,,91967,,27.944371,27.000000,0.077049,0.233943,0.292855,0.256505,0.139648,0.396153,
,,Florida,,12,2024,,,,,,,,,94006,,28.113838,27.000000,0.072836,0.228549,0.292205,0.259122,0.147288,0.406410,
,,Georgia,,13,2007,,,,,,,,,57971,,24.632101,22.000000,0.241535,0.312001,0.234221,0.141674,0.070570,0.212244,
,,Georgia,,13,2008,,,,,,,,,54287,,24.742056,22.000000,0.235876,0.310019,0.236226,0.144731,0.073148,0.217879,
,,Georgia,,13,2009,,,,,,,,,51902,,24.898068,22.000000,0.230145,0.305383,0.239586,0.147894,0.076991,0.224885,
,,Georgia,,13,2010,,,,,,,,,49762,,25.124834,22.000000,0.214039,0.306660,0.243399,0.155460,0.080443,0.235903,
,,Georgia,,13,2011,,,,,,,,,49938,,25.240228,22.000000,0.200328,0.310645,0.247207,0.164945,0.076875,0.241820,
,,Georgia,,13,2012,,,,,,,,,49118,,25.405808,22.000000,0.181481,0.320229,0.253471,0.166741,0.078077,0.244819,
,,Georgia,,13,2013,,,,,,,,,48969,,25.589301,27.000000,0.169515,0.319692,0.256734,0.173538,0.080520,0.254059,
,,Georgia,,13,2014,,,,,,,,,48144,,25.693139,27.000000,0.162596,0.318711,0.258475,0.178568,0.081651,0.260219,
,,Georgia,,13,2015,,,,,,,,,46726,,25.721954,27.000000,0.152528,0.323118,0.269550,0.174678,0.080127,0.254805,
,,Georgia,,13,2016,,,,,,,,,49014,,26.078345,27.000000,0.140021,0.307953,0.274554,0.189925,0.087546,0.277472,
,,Georgia,,13,2017,,,,,,,,,49055,,26.189389,27.000000,0.133177,0.306167,0.278708,0.192580,0.089369,0.281949,
,,Georgia,,13,2018,,,,,,,,,48698,,26.305238,27.000000,0.130067,0.299478,0.279354,0.198407,0.092694,0.291100,
,,Georgia,,13,2019,,,,,,,,,47886,,26.345926,27.000000,0.125757,0.301215,0.282483,0.197365,0.093180,0.290544,
,,Georgia,,13,2020,,,,,,,,,47512,,26.490676,27.000000,0.118854,0.300850,0.278161,0.205211,0.096923,0.302134,
,,Georgia,,13,2021,,,,,,,,,47669,,26.628648,27.000000,0.110995,0.293818,0.287503,0.210997,0.096688,0.307684,
,,Georgia,,13,2022,,,,,,,,,48787,,26.676850,27.000000,0.108799,0.292168,0.289565,0.211101,0.098366,0.309468,
,,Georgia,,13,2023,,,,,,,,,49650,,26.804612,27.000000,0.111319,0.284270,0.282437,0.215629,0.106344,0.321974,
,,Georgia,,13,2024,,,,,,,,,55197,,27.322354,27.000000,0.097016,0.265938,0.282153,0.229016,0.125876,0.354892,
